Date,MT_311
2011-08-17,141.4269529996792
2011-08-18,141.41823067051655
2011-08-19,144.17418591594478
2011-08-20,148.39799887712545
2011-08-21,142.6658245107475
2011-08-22,139.4271334616618
2011-08-23,138.06785370548607
2011-08-24,135.02566570420274
2011-08-25,134.3518407122233
2011-08-26,134.15062560153996
2011-08-27,137.64256496631376
2011-08-28,137.33437600256661
2011-08-29,133.94439765800453
2011-08-30,134.10611164581334
2011-08-31,132.34650705806868
2011-09-01,133.73937279435359
2011-09-02,136.5215952839269
2011-09-03,139.65060555020855
2011-09-04,137.60948026948995
2011-09-05,134.33249117741417
2011-09-06,136.6259624639076
2011-09-07,136.8552494385627
2011-09-08,141.3155678537055
2011-09-09,142.5019048764838
2011-09-10,143.09803095925568
2011-09-11,140.9833172922682
2011-09-12,139.31945781199877
2011-09-13,140.02255774783447
2011-09-14,140.70470404234842
2011-09-15,140.41145332050044
2011-09-16,142.13606833493745
2011-09-17,146.47818415142768
2011-09-18,140.83985001604105
2011-09-19,135.47090551812644
2011-09-20,136.1280879050369
2011-09-21,133.61856352261793
2011-09-22,143.0290543792108
2011-09-23,147.8763634905358
2011-09-24,145.41486204683991
2011-09-25,148.37794754571703
2011-09-26,141.09791065126726
2011-09-27,139.4996190247032
2011-09-28,141.5836541546359
2011-09-29,142.49528793711903
2011-09-30,148.60653272377292
2011-10-01,153.37744626243185
2011-10-02,151.32098171318577
2011-10-03,144.10801652229708
2011-10-04,146.8800128328521
2011-10-05,149.82003930060958
2011-10-06,142.1364693615656
2011-10-07,139.9225016041065
2011-10-08,145.96637391722808
2011-10-09,142.7764076034649
2011-10-10,138.43348973371835
2011-10-11,139.26752486365095
2011-10-12,136.87479948668593
2011-10-13,138.66387953160088
2011-10-14,142.6116859159448
2011-10-15,145.02716955405842
2011-10-16,140.22367260186078
2011-10-17,134.29870468399105
2011-10-18,130.5479026307347
2011-10-19,132.83205004812322
2011-10-20,131.56881616939367
2011-10-21,128.7552133461662
2011-10-22,136.8379050368945
2011-10-23,135.6891642605069
2011-10-24,130.64254491498238
2011-10-25,127.24203962143088
2011-10-26,127.97521655437924
2011-10-27,131.21882017965996
2011-10-28,131.47126644209175
2011-10-29,135.29184712864932
2011-10-30,132.45077398139236
2011-10-31,128.11166586461346
2011-11-01,132.02498395893488
2011-11-02,129.12054860442734
2011-11-03,125.77939525184478
2011-11-04,128.9406881616939
2011-11-05,136.57162335579082
2011-11-06,129.04806304138597
2011-11-07,122.24414501122878
2011-11-08,124.85713426371512
2011-11-09,128.9684592556946
2011-11-10,128.4524382418993
2011-11-11,134.07433028553092
2011-11-12,139.48618463265962
2011-11-13,136.8817171960218
2011-11-14,127.48466073147257
2011-11-15,124.73772858517809
2011-11-16,127.12092957972412
2011-11-17,125.0172441450112
2011-11-18,127.08483718318894
2011-11-19,135.8275184472249
2011-11-20,130.81278071863971
2011-11-21,123.63039380814882
2011-11-22,124.10781600898308
2011-11-23,127.7415182868143
2011-11-24,124.5606753288418
2011-11-25,127.37858918832211
2011-11-26,132.05265479627852
2011-11-27,126.26553978184154
2011-11-28,123.1756296118062
2011-11-29,127.38209817131859
2011-11-30,131.01018607635547
2011-12-01,134.62884985563048
2011-12-02,128.78468880333656
2011-12-03,133.9776828681424
2011-12-04,133.1136709977542
2011-12-05,132.5656681103625
2011-12-06,132.54872473532248
2011-12-07,133.27197625922355
2011-12-08,138.66809031119666
2011-12-09,137.54611806223934
2011-12-10,143.52873355790828
2011-12-11,136.91329804299008
2011-12-12,134.0377366057106
2011-12-13,133.67861726018603
2011-12-14,133.31628970163618
2011-12-15,133.0855991337825
2011-12-16,140.72645973692653
2011-12-17,142.85370548604428
2011-12-18,137.74282162335584
2011-12-19,133.80293551491823
2011-12-20,139.15894690407444
2011-12-21,147.73299647096567
2011-12-22,148.84003047802375
2011-12-23,154.2990054539621
2011-12-24,137.55734680782805
2011-12-25,75.90702197625923
2011-12-26,147.8519008662175
2011-12-27,143.03938081488607
2011-12-28,144.46773740776388
2011-12-29,145.96286493423165
2011-12-30,142.57649582932305
2011-12-31,141.36389156239974
2012-01-01,73.75040102662818
2012-01-02,142.21687520051333
2012-01-03,133.65525745909534
2012-01-04,133.358798524222
2012-01-05,131.75068174526788
2012-01-06,134.42161934552453
2012-01-07,139.06961822265
2012-01-08,133.72674045556627
2012-01-09,128.3496751684312
2012-01-10,133.0089027911454
2012-01-11,130.11429258902794
2012-01-12,126.98488129611805
2012-01-13,130.6209897337183
2012-01-14,142.30800850176453
2012-01-15,135.8640118703882
2012-01-16,126.2709536413218
2012-01-17,127.0722048444017
2012-01-18,129.03643326916907
2012-01-19,124.74965912736604
2012-01-20,132.63314084055185
2012-01-21,135.35751523901186
2012-01-22,131.5197906641001
2012-01-23,128.61736044273337
2012-01-24,125.25154395251843
2012-01-25,128.62337584215592
2012-01-26,126.4895131536734
2012-01-27,129.7151708373436
2012-01-28,136.8515399422522
2012-01-29,131.41492220083407
2012-01-30,128.88484520372154
2012-01-31,127.23883140840557
2012-02-01,125.42919874879698
2012-02-02,132.11290904716074
2012-02-03,127.14689605389795
2012-02-04,134.34622633942897
2012-02-05,134.01507860121907
2012-02-06,133.40561838306073
2012-02-07,126.72411373115176
2012-02-08,131.11685915944818
2012-02-09,123.42837664420917
2012-02-10,131.74286172601856
2012-02-11,131.6076154956689
2012-02-12,128.51740455566252
2012-02-13,133.3574951876805
2012-02-14,127.8405718639717
2012-02-15,130.10897898620473
2012-02-16,127.18770051331414
2012-02-17,128.96876002566572
2012-02-18,138.75080205325636
2012-02-19,132.910250240616
2012-02-20,127.99787455887072
2012-02-21,131.0469802694899
2012-02-22,124.05006817452676
2012-02-23,126.4502125441129
2012-02-24,125.91474173885142
2012-02-25,133.46226339428938
2012-02-26,129.1693735964068
2012-02-27,121.97395332050047
2012-02-28,123.46005774783447
2012-02-29,126.05941209496308
2012-03-01,123.29463426371517
2012-03-02,124.12656400384991
2012-03-03,133.70959656721206
2012-03-04,129.04635867821628
2012-03-05,122.35131937760663
2012-03-06,122.39703641321785
2012-03-07,126.69614212383705
2012-03-08,131.76160972088547
2012-03-09,128.4147417388514
2012-03-10,137.02528472890603
2012-03-11,131.99921799807507
2012-03-12,120.78079884504335
2012-03-13,124.28847850497273
2012-03-14,125.62971206288098
2012-03-15,126.01880814886108
2012-03-16,126.62606272056466
2012-03-17,130.22758261148542
2012-03-18,125.09153432787939
2012-03-19,123.57675649663133
2012-03-20,117.84929419313438
2012-03-21,123.16911292909849
2012-03-22,123.23417949951875
2012-03-23,123.93527430221366
2012-03-24,133.31458533846646
2012-03-25,131.09019088867498
2012-03-26,126.02652791145333
2012-03-27,126.32027991658641
2012-03-28,123.99602983638117
2012-03-29,124.77151507860124
2012-03-30,131.34213586782167
2012-03-31,132.95406239974335
2012-04-01,130.61216714789865
2012-04-02,126.70857394931028
2012-04-03,125.56193856272056
2012-04-04,123.85196102021176
2012-04-05,124.04836381135708
2012-04-06,125.2121430863009
2012-04-07,130.92727382098175
2012-04-08,111.2534087263395
2012-04-09,125.7009945460379
2012-04-10,121.84582531280074
2012-04-11,119.99288177735002
2012-04-12,116.83640118703886
2012-04-13,118.56262030798848
2012-04-14,123.81185835739495
2012-04-15,118.81326195059357
2012-04-16,113.90439525184473
2012-04-17,116.44880895091437
2012-04-18,113.17733397497601
2012-04-19,114.86796198267565
2012-04-20,121.63338145652874
2012-04-21,130.96757699711262
2012-04-22,124.02329964709656
2012-04-23,117.75725858196985
2012-04-24,116.37522056464546
2012-04-25,120.28132017965989
2012-04-26,116.75880253448831
2012-04-27,119.20747112608278
2012-04-28,124.96571222329163
2012-04-29,121.5453561116458
2012-04-30,115.4249879692012
2012-05-01,118.86619746551172
2012-05-02,115.40493663779279
2012-05-03,116.05099053577162
2012-05-04,119.31404395251847
2012-05-05,128.28962143086298
2012-05-06,126.84722890599937
2012-05-07,118.04238851459739
2012-05-08,124.0391401989092
2012-05-09,128.8553697465512
2012-05-10,131.79158646134107
2012-05-11,136.0636228745589
2012-05-12,145.50609560474817
2012-05-13,139.39164260506894
2012-05-14,133.46727622714147
2012-05-15,132.72798363811353
2012-05-16,133.4845203721527
2012-05-17,130.14086060314406
2012-05-18,127.65820500481236
2012-05-19,130.71603304459418
2012-05-20,125.27710940006419
2012-05-21,119.4517965992942
2012-05-22,121.90577879371193
2012-05-23,128.94820741097217
2012-05-24,133.70348091113252
2012-05-25,130.75262672441454
2012-05-26,133.44832771896057
2012-05-27,127.20755133140842
2012-05-28,125.72054459416107
2012-05-29,128.84845203721525
2012-05-30,132.659809111325
2012-05-31,137.58291225537374
2012-06-01,144.82966393968562
2012-06-02,142.17236124478666
2012-06-03,136.34454202759062
2012-06-04,133.95342075713828
2012-06-05,131.59558469682383
2012-06-06,134.3305863009304
2012-06-07,135.27610683349374
2012-06-08,131.55758742380496
2012-06-09,130.67372473532245
2012-06-10,131.428857876163
2012-06-11,126.01720404234844
2012-06-12,126.00467196021818
2012-06-13,124.14250481231949
2012-06-14,125.03719521976264
2012-06-15,128.83531841514278
2012-06-16,137.17566971446905
2012-06-17,131.32779916586463
2012-06-18,128.8131616939365
2012-06-19,128.24320259865252
2012-06-20,125.40533766442093
2012-06-21,130.4823347770292
2012-06-22,129.7570781199872
2012-06-23,138.22585819698435
2012-06-24,137.36154555662495
2012-06-25,140.09584536413217
2012-06-26,143.41724815527755
2012-06-27,142.51423644529999
2012-06-28,137.40114693615655
2012-06-29,134.51987086942574
2012-06-30,136.62245348091113
2012-07-01,133.48121190247033
2012-07-02,128.80594321462954
2012-07-03,131.68100336862366
2012-07-04,131.98829002245748
2012-07-05,127.59835178055822
2012-07-06,132.67324350336867
2012-07-07,137.78803737568174
2012-07-08,133.91111244786654
2012-07-09,130.4110522938723
2012-07-10,130.63271976259225
2012-07-11,131.6114252486365
2012-07-12,129.27895412255378
2012-07-13,128.9590351299327
2012-07-14,136.1812239332692
2012-07-15,131.84191530317614
2012-07-16,133.91181424446583
2012-07-17,134.64990375360927
2012-07-18,134.3329924606994
2012-07-19,131.39336701957015
2012-07-20,134.4624238049407
2012-07-21,140.3823788899583
2012-07-22,137.1299526788579
2012-07-23,138.53224254090478
2012-07-24,132.7492380494065
2012-07-25,129.3308870709015
2012-07-26,129.70855389797885
2012-07-27,131.6466153352582
2012-07-28,138.0181264035932
2012-07-29,130.1576034648701
2012-07-30,130.84396053897981
2012-07-31,128.9615415463587
2012-08-01,126.81905678537055
2012-08-02,130.0718840230992
2012-08-03,130.76886830285537
2012-08-04,134.79186717998078
2012-08-05,131.81614934231635
2012-08-06,125.70821302534485
2012-08-07,128.59650705806868
2012-08-08,130.44263314084057
2012-08-09,133.70237808790503
2012-08-10,133.0030879050369
2012-08-11,134.48167308309272
2012-08-12,130.36132499197947
2012-08-13,128.8158686236766
2012-08-14,130.71954202759062
2012-08-15,133.7770692974014
2012-08-16,129.38933670195703
2012-08-17,133.78960137953155
2012-08-18,133.94900946422845
2012-08-19,134.6771735643247
2012-08-20,133.87241337824832
2012-08-21,132.30660490856593
2012-08-22,130.01614132178375
2012-08-23,132.07330766762914
2012-08-24,130.65898700673728
2012-08-25,134.99217998075073
2012-08-26,129.68038177735005
2012-08-27,126.0701395572666
2012-08-28,126.94768607635542
2012-08-29,126.90607956368304
2012-08-30,125.9632659608598
2012-08-31,128.99783445620793
2012-09-01,130.3576154956689
2012-09-02,129.73933269169075
2012-09-03,128.1722208854668
2012-09-04,128.7920075393006
2012-09-05,129.58423564324673
2012-09-06,130.91183429579726
2012-09-07,131.4411894449792
2012-09-08,133.56482595444342
2012-09-09,131.32789942252168
2012-09-10,125.10506897658003
2012-09-11,125.49336300930379
2012-09-12,128.20520532563367
2012-09-13,126.02622714148218
2012-09-14,129.46904074430546
2012-09-15,133.0685555020854
2012-09-16,128.6986685915945
2012-09-17,124.86585659287776
2012-09-18,126.54746150144372
2012-09-19,132.3531239974334
2012-09-20,131.78938081488613
2012-09-21,134.61381135707418
2012-09-22,135.6872593840231
2012-09-23,133.53474895733078
2012-09-24,128.42717356432468
2012-09-25,126.08758421559192
2012-09-26,123.11547561758103
2012-09-27,122.49057587423806
2012-09-28,129.2609079242862
2012-09-29,129.99679178697468
2012-09-30,127.32635547000325
2012-10-01,122.48576355470003
2012-10-02,124.56067532884184
2012-10-03,126.08648139236443
2012-10-04,126.23666586461343
2012-10-05,131.37070901507863
2012-10-06,132.4079643888354
2012-10-07,133.9567292268207
2012-10-08,127.76568014116135
2012-10-09,130.60003609239652
2012-10-10,130.01584055181263
2012-10-11,130.257659608598
2012-10-12,127.86022216875199
2012-10-13,125.55812880975297
2012-10-14,126.86096406801413
2012-10-15,119.45590712223293
2012-10-16,123.84073227462306
2012-10-17,120.94662335579085
2012-10-18,119.59325874238054
2012-10-19,122.55915142765478
2012-10-20,122.48456047481552
2012-10-21,117.68066249598974
2012-10-22,119.03994225216559
2012-10-23,125.92306304138599
2012-10-24,124.18350978504971
2012-10-25,121.04146615335254
2012-10-26,122.82753849855635
2012-10-27,127.6146936156561
2012-10-28,120.18096326596088
2012-10-29,111.62405758742386
2012-10-30,116.68842236124482
2012-10-31,114.60699390439528
2012-11-01,122.04764196342637
2012-11-02,121.85785611164583
2012-11-03,135.98071061918512
2012-11-04,126.85825713827397
2012-11-05,121.85605149181906
2012-11-06,118.8207811998717
2012-11-07,120.83052614693618
2012-11-08,123.51750481231954
2012-11-09,125.06205887070904
2012-11-10,131.04878488931666
2012-11-11,122.01054700032086
2012-11-12,124.66885226179022
2012-11-13,125.32132258581971
2012-11-14,124.52177574590955
2012-11-15,123.95723051010589
2012-11-16,124.67797561758105
2012-11-17,132.08944898941294
2012-11-18,125.4117540904716
2012-11-19,118.10625200513316
2012-11-20,120.97619906961829
2012-11-21,118.67460699390442
2012-11-22,129.89352743022135
2012-11-23,131.26012592236125
2012-11-24,129.5217757459095
2012-11-25,124.93252726981073
2012-11-26,117.04313041385954
2012-11-27,126.5059552454283
2012-11-28,131.74817532884188
2012-11-29,131.3101539942252
2012-11-30,136.51618142444656
2012-12-01,138.4686798203401
2012-12-02,134.33008501764522
2012-12-03,131.05480028873913
2012-12-04,127.78462864934237
2012-12-05,117.32465110683353
2012-12-06,119.00876243182547
2012-12-07,122.51664260506898
2012-12-08,138.04108517805585
2012-12-09,136.32338787295475
2012-12-10,132.09716875200516
2012-12-11,128.98109159448188
2012-12-12,132.87726580044912
2012-12-13,131.67619104908565
2012-12-14,131.90798444016687
2012-12-15,134.36146535129933
2012-12-16,133.29122553737568
2012-12-17,124.37399743342962
2012-12-18,125.43040182868145
2012-12-19,125.74179900545403
2012-12-20,125.8579964709657
2012-12-21,131.87720564645494
2012-12-22,133.5587102983638
2012-12-23,130.81438482515242
2012-12-24,112.32856111645815
2012-12-25,66.90698187359641
2012-12-26,131.21190247032402
2012-12-27,129.08866698748795
2012-12-28,123.84123355790821
2012-12-29,127.99617019570098
2012-12-30,126.90196904074429
2012-12-31,115.01032643567537
2013-01-01,80.4622834456208
2013-01-02,126.34855229387234
2013-01-03,119.79647898620469
2013-01-04,125.20442332370868
2013-01-05,133.66849133782483
2013-01-06,133.15557828039786
2013-01-07,128.64713666987484
2013-01-08,129.07553336541545
2013-01-09,119.97774302213669
2013-01-10,117.93040182868145
2013-01-11,119.66373917228101
2013-01-12,121.79248877125441
2013-01-13,132.52997674045557
2013-01-14,131.57723772858517
2013-01-15,135.3867901828681
2013-01-16,132.66732836060314
2013-01-17,117.45959656721209
2013-01-18,123.87542107795957
2013-01-19,119.85883862688485
2013-01-20,135.23189364773825
2013-01-21,130.3966153352583
2013-01-22,119.04625842155924
2013-01-23,136.29170676932952
2013-01-24,130.34708854667952
2013-01-25,126.57202438241904
2013-01-26,129.75146374719282
2013-01-27,122.30209335899902
2013-01-28,130.55993342957973
2013-01-29,119.93433188963746
2013-01-30,119.81151748476101
2013-01-31,121.01860763554697
2013-02-01,121.47888594802693
2013-02-02,134.07021976259222
2013-02-03,126.86126483798522
2013-02-04,125.29605790824515
2013-02-05,124.68890359319853
2013-02-06,113.66127285851788
2013-02-07,129.4450794032724
2013-02-08,130.39862046839914
2013-02-09,129.2531881616939
2013-02-10,119.50483237086938
2013-02-11,133.3942893808149
2013-02-12,134.4247273018929
2013-02-13,128.39378809752972
2013-02-14,115.57958373435997
2013-02-15,124.57491177414181
2013-02-16,128.0785811677895
2013-02-17,121.90868623676612
2013-02-18,117.23000882258583
2013-02-19,116.66446102021177
2013-02-20,131.10121912094965
2013-02-21,131.6257619505935
2013-02-22,119.293792107796
2013-02-23,132.96328601219122
2013-02-24,133.15407443054218
2013-02-25,125.74260105871029
2013-02-26,122.30109079242867
2013-02-27,115.91694738530639
2013-02-28,119.78184151427648
2013-03-01,118.96665463586783
2013-03-02,122.36345043310878
2013-03-03,120.02907443054221
2013-03-04,114.51215110683346
2013-03-05,121.06863570741096
2013-03-06,120.27791145332047
2013-03-07,124.07944337504011
2013-03-08,122.36906480590311
2013-03-09,123.3246110041707
2013-03-10,119.86064324671166
2013-03-11,117.37798764837983
2013-03-12,120.16602502406163
2013-03-13,118.77135466794994
2013-03-14,118.3751403593199
2013-03-15,119.11503448829006
2013-03-16,121.19556063522622
2013-03-17,121.42524863650947
2013-03-18,115.51882820019249
2013-03-19,115.88356191851138
2013-03-20,116.77704924606998
2013-03-21,119.7933710298364
2013-03-22,121.02953561116463
2013-03-23,122.90122714148224
2013-03-24,121.56881616939366
2013-03-25,120.56514677574593
2013-03-26,121.56149743342961
2013-03-27,120.92296278472891
2013-03-28,120.15640038498559
2013-03-29,127.81871591273664
2013-03-30,130.90782402951555
2013-03-31,112.49598973371833
2013-04-01,121.68361004170681
2013-04-02,120.10927975617581
2013-04-03,119.62925088225857
2013-04-04,122.40204924606996
2013-04-05,118.58186958614057
2013-04-06,127.11130494064811
2013-04-07,120.9436156560796
2013-04-08,118.28922040423487
2013-04-09,120.01082771896056
2013-04-10,121.09811116458133
2013-04-11,124.50192492781524
2013-04-12,124.77662816811034
2013-04-13,129.2404555662496
2013-04-14,127.36956608918831
2013-04-15,125.3486926531922
2013-04-16,124.64489092075716
2013-04-17,122.69449791466154
2013-04-18,132.89370789220405
2013-04-19,134.0805461982676
2013-04-20,136.24268126403595
2013-04-21,129.7603865896695
2013-04-22,130.69006657042027
2013-04-23,133.24119746551173
2013-04-24,135.77388113570737
2013-04-25,143.63059432146295
2013-04-26,139.2767484760988
2013-04-27,129.13939685595125
2013-04-28,124.96480991337826
2013-04-29,120.76916907282641
2013-04-30,126.58064645492463
2013-05-01,132.0066369906962
2013-05-02,134.12686477382104
2013-05-03,138.00980510105876
2013-05-04,146.57793952518452
2013-05-05,134.6814846005775
2013-05-06,135.80135145973694
2013-05-07,138.80604347128653
2013-05-08,140.62941129290985
2013-05-09,135.83594000641642
2013-05-10,139.6033846647417
2013-05-11,140.18948508180944
2013-05-12,138.12891000962466
2013-05-13,142.717055662496
2013-05-14,143.64954282964388
2013-05-15,137.18529435354512
2013-05-16,137.11952598652553
2013-05-17,138.1305141161373
2013-05-18,144.19684392043632
2013-05-19,139.46984279756177
2013-05-20,135.0924366377928
2013-05-21,137.38851459736924
2013-05-22,141.60831729226817
2013-05-23,145.50940407443056
2013-05-24,150.11028232274626
2013-05-25,151.3021334616619
2013-05-26,145.89860041706774
2013-05-27,140.6857555341675
2013-05-28,142.2134664741739
2013-05-29,138.5109881296119
2013-05-30,137.49488691049086
2013-05-31,143.51058710298366
2013-06-01,150.89318655758734
2013-06-02,146.12688482515247
2013-06-03,133.69957090150788
2013-06-04,143.7882980429901
2013-06-05,144.2371470965672
2013-06-06,143.08339348732758
2013-06-07,146.49803496952197
2013-06-08,146.75749919794677
2013-06-09,136.78707491177417
2013-06-10,135.87564164260507
2013-06-11,144.6925128328521
2013-06-12,149.5465391401989
2013-06-13,149.74935835739493
2013-06-14,146.71368703881936
2013-06-15,146.710478825794
2013-06-16,134.52468318896373
2013-06-17,142.93792107795966
2013-06-18,141.75559432146295
2013-06-19,150.08311276868784
2013-06-20,144.08515800449155
2013-06-21,155.104968719923
2013-06-22,161.0643246711582
2013-06-23,152.8019730510106
2013-06-24,148.76152951555983
2013-06-25,157.03531039461026
2013-06-26,151.84843198588382
2013-06-27,153.10715431504647
2013-06-28,153.079683991017
2013-06-29,156.37802775104265
2013-06-30,154.14280558229066
2013-07-01,157.21817853705488
2013-07-02,139.11373115174854
2013-07-03,138.75551411613728
2013-07-04,140.1249197946744
2013-07-05,142.48345765158805
2013-07-06,144.9171880012833
2013-07-07,138.76574029515567
2013-07-08,137.4656119666346
2013-07-09,139.4589148219442
2013-07-10,140.22106592877773
2013-07-11,141.39968318896373
2013-07-12,143.88063442412582
2013-07-13,146.24318254732117
2013-07-14,139.63907603464875
2013-07-15,138.52071302534492
2013-07-16,140.71402791145337
2013-07-17,141.68000080205334
2013-07-18,142.13346166185437
2013-07-19,144.71426852743022
2013-07-20,147.01766522297083
2013-07-21,140.51321382739815
